Place,Year,Population,Category,SubCategory,Amount,Amount Per Capita,PerCapita,avgPerCapita
Cantabria,2017,788219,FREEDOM,Others freedom,1740,0.002207508,0.002207508,0.001318496
Cantabria,2016,791610,FREEDOM,Others freedom,1651,0.002085623,0.002085623,0.001318496
Cantabria,2015,795611,FREEDOM,Others freedom,963,0.001210391,0.001210391,0.001318496
Cantabria,2014,799402,FREEDOM,Others freedom,293,0.000366524,0.000366524,0.001318496
Cantabria,2011,805857,FREEDOM,Others freedom,273,0.00033877,0.00033877,0.001318496
Cantabria,2012,804498,FREEDOM,Family Violence,272,0.000338099,0.000338099,0.001318496
Cantabria,2010,805108,FREEDOM,Family Violence,267,0.000331633,0.000331633,0.001318496
Cantabria,2021,776789,FREEDOM,Family Violence,260,0.000334711,0.000334711,0.001318496
Cantabria,2012,804498,FREEDOM,Others freedom,257,0.000319454,0.000319454,0.001318496
Cantabria,2011,805857,FREEDOM,Family Violence,256,0.000317674,0.000317674,0.001318496
Cantabria,2013,802422,FREEDOM,Others freedom,247,0.000307818,0.000307818,0.001318496
Cantabria,2019,782979,FREEDOM,Family Violence,232,0.000296304,0.000296304,0.001318496
Cantabria,2013,802422,FREEDOM,Family Violence,231,0.000287878,0.000287878,0.001318496
Cantabria,2018,785240,FREEDOM,Family Violence,230,0.000292904,0.000292904,0.001318496
Cantabria,2020,781451,FREEDOM,Family Violence,229,0.000293045,0.000293045,0.001318496
Cantabria,2022,772464,FREEDOM,Family Violence,227,0.000293865,0.000293865,0.001318496
Cantabria,2017,788219,FREEDOM,Family Violence,224,0.000284185,0.000284185,0.001318496
Cantabria,2014,799402,FREEDOM,Family Violence,219,0.000273955,0.000273955,0.001318496
Cantabria,2010,805108,FREEDOM,Others freedom,215,0.000267045,0.000267045,0.001318496
Cantabria,2016,791610,FREEDOM,Family Violence,188,0.000237491,0.000237491,0.001318496
Cantabria,2015,795611,FREEDOM,Family Violence,180,0.000226241,0.000226241,0.001318496
Castellón,2021,584507,FREEDOM,Others freedom,1546,0.002644964,0.002644964,0.001227694
Castellón,2022,585402,FREEDOM,Others freedom,1492,0.002548676,0.002548676,0.001227694
Castellón,2020,582905,FREEDOM,Others freedom,1321,0.002266235,0.002266235,0.001227694
Castellón,2019,581078,FREEDOM,Others freedom,1320,0.00227164,0.00227164,0.001227694
Castellón,2018,580229,FREEDOM,Others freedom,1245,0.002145705,0.002145705,0.001227694
Castellón,2017,580295,FREEDOM,Others freedom,1219,0.002100656,0.002100656,0.001227694
Castellón,2016,582206,FREEDOM,Others freedom,1116,0.001916847,0.001916847,0.001227694
Castellón,2015,585179,FREEDOM,Others freedom,738,0.001261153,0.001261153,0.001227694
Castellón,2011,593121,FREEDOM,Others freedom,227,0.000382721,0.000382721,0.001227694
Castellón,2014,588656,FREEDOM,Others freedom,223,0.000378829,0.000378829,0.001227694
Castellón,2012,593861,FREEDOM,Others freedom,213,0.00035867,0.00035867,0.001227694
Castellón,2013,591888,FREEDOM,Others freedom,193,0.000326075,0.000326075,0.001227694
Castellón,2010,592250,FREEDOM,Family Violence,188,0.000317434,0.000317434,0.001227694
Castellón,2010,592250,FREEDOM,Others freedom,187,0.000315745,0.000315745,0.001227694
Castellón,2022,585402,FREEDOM,Family Violence,163,0.000278441,0.000278441,0.001227694
Castellón,2011,593121,FREEDOM,Family Violence,157,0.000264701,0.000264701,0.001227694
Castellón,2021,584507,FREEDOM,Family Violence,149,0.000254916,0.000254916,0.001227694
Castellón,2012,593861,FREEDOM,Family Violence,146,0.000245849,0.000245849,0.001227694
Castellón,2016,582206,FREEDOM,Family Violence,145,0.000249053,0.000249053,0.001227694
Castellón,2013,591888,FREEDOM,Family Violence,138,0.000233152,0.000233152,0.001227694
Castellón,2019,581078,FREEDOM,Family Violence,135,0.000232327,0.000232327,0.001227694
Castellón,2014,588656,FREEDOM,Family Violence,133,0.000225938,0.000225938,0.001227694
Castellón,2020,582905,FREEDOM,Family Violence,129,0.000221305,0.000221305,0.001227694
Castellón,2015,585179,FREEDOM,Family Violence,126,0.000215319,0.000215319,0.001227694
Castellón,2017,580295,FREEDOM,Family Violence,125,0.000215408,0.000215408,0.001227694
Castellón,2018,580229,FREEDOM,Family Violence,121,0.000208538,0.000208538,0.001227694
Ceuta,2022,590616,FREEDOM,Others freedom,1668,0.00282417,0.00282417,0.001689597
Ceuta,2021,587064,FREEDOM,Others freedom,1513,0.002577232,0.002577232,0.001689597
Ceuta,2019,579962,FREEDOM,Others freedom,1369,0.002360499,0.002360499,0.001689597
Ceuta,2020,585590,FREEDOM,Others freedom,1323,0.00225926,0.00225926,0.001689597
Ceuta,2018,576898,FREEDOM,Others freedom,1278,0.002215296,0.002215296,0.001689597
Ceuta,2017,575470,FREEDOM,Others freedom,1181,0.002052236,0.002052236,0.001689597
Ceuta,2016,579245,FREEDOM,Others freedom,1058,0.001826516,0.001826516,0.001689597
Ceuta,2015,582327,FREEDOM,Others freedom,693,0.001190053,0.001190053,0.001689597
Ceuta,2012,604564,FREEDOM,Others freedom,421,0.00069637,0.00069637,0.001689597
Ceuta,2010,604274,FREEDOM,Others freedom,417,0.000690084,0.000690084,0.001689597
Ceuta,2011,604344,FREEDOM,Others freedom,379,0.000627126,0.000627126,0.001689597
Ceuta,2013,601699,FREEDOM,Others freedom,372,0.000618249,0.000618249,0.001689597
Ceuta,2014,587508,FREEDOM,Others freedom,304,0.00051744,0.00051744,0.001689597
Ceuta,2022,590616,FREEDOM,Family Violence,259,0.000438525,0.000438525,0.001689597
Ceuta,2021,587064,FREEDOM,Family Violence,237,0.000403704,0.000403704,0.001689597
Ceuta,2010,604274,FREEDOM,Family Violence,228,0.000377312,0.000377312,0.001689597
Ceuta,2011,604344,FREEDOM,Family Violence,206,0.000340865,0.000340865,0.001689597
Ceuta,2015,582327,FREEDOM,Family Violence,182,0.000312539,0.000312539,0.001689597
Ceuta,2018,576898,FREEDOM,Family Violence,176,0.00030508,0.00030508,0.001689597
Ceuta,2020,585590,FREEDOM,Family Violence,174,0.000297136,0.000297136,0.001689597
Ceuta,2019,579962,FREEDOM,Family Violence,172,0.000296571,0.000296571,0.001689597
Ceuta,2012,604564,FREEDOM,Family Violence,171,0.000282848,0.000282848,0.001689597
Ceuta,2017,575470,FREEDOM,Family Violence,168,0.000291935,0.000291935,0.001689597
Ceuta,2013,601699,FREEDOM,Family Violence,168,0.000279209,0.000279209,0.001689597
Ceuta,2014,587508,FREEDOM,Family Violence,161,0.000274039,0.000274039,0.001689597
Ceuta,2016,579245,FREEDOM,Family Violence,154,0.000265863,0.000265863,0.001689597
Ciudad Real,2021,83517,FREEDOM,Others freedom,365,0.004370368,0.004370368,0.002148484
Ciudad Real,2020,84202,FREEDOM,Others freedom,333,0.003954775,0.003954775,0.002148484
Ciudad Real,2022,83117,FREEDOM,Others freedom,323,0.003886088,0.003886088,0.002148484
Ciudad Real,2016,84519,FREEDOM,Others freedom,282,0.003336528,0.003336528,0.002148484
Ciudad Real,2019,84777,FREEDOM,Others freedom,279,0.003290987,0.003290987,0.002148484
Ciudad Real,2018,85144,FREEDOM,Others freedom,232,0.002724796,0.002724796,0.002148484
Ciudad Real,2017,84959,FREEDOM,Others freedom,231,0.002718959,0.002718959,0.002148484
Ciudad Real,2010,80579,FREEDOM,Family Violence,221,0.00274265,0.00274265,0.002148484
Ciudad Real,2011,82376,FREEDOM,Family Violence,162,0.001966592,0.001966592,0.002148484
Ciudad Real,2015,84263,FREEDOM,Others freedom,147,0.001744538,0.001744538,0.002148484
Ciudad Real,2012,84018,FREEDOM,Family Violence,98,0.001166417,0.001166417,0.002148484
Ciudad Real,2013,84180,FREEDOM,Family Violence,81,0.000962224,0.000962224,0.002148484
Ciudad Real,2012,84018,FREEDOM,Others freedom,77,0.00091647,0.00091647,0.002148484
Ciudad Real,2013,84180,FREEDOM,Others freedom,62,0.000736517,0.000736517,0.002148484
Ciudad Real,2014,84963,FREEDOM,Others freedom,58,0.00068265,0.00068265,0.002148484
Ciudad Real,2010,80579,FREEDOM,Others freedom,56,0.00069497,0.00069497,0.002148484
Ciudad Real,2014,84963,FREEDOM,Family Violence,51,0.000600261,0.000600261,0.002148484
Ciudad Real,2011,82376,FREEDOM,Others freedom,41,0.000497718,0.000497718,0.002148484
Ciudad Real,2016,84519,FREEDOM,Family Violence,40,0.000473266,0.000473266,0.002148484
Ciudad Real,2015,84263,FREEDOM,Family Violence,35,0.000415366,0.000415366,0.002148484
Ciudad Real,2017,84959,FREEDOM,Family Violence,21,0.000247178,0.000247178,0.002148484
Ciudad Real,2018,85144,FREEDOM,Family Violence,16,0.000187917,0.000187917,0.002148484
Ciudad Real,2022,83117,FREEDOM,Family Violence,12,0.000144375,0.000144375,0.002148484
Ciudad Real,2021,83517,FREEDOM,Family Violence,11,0.00013171,0.00013171,0.002148484
Ciudad Real,2020,84202,FREEDOM,Family Violence,5,5.94E-05,5.94E-05,0.002148484
Ciudad Real,2019,84777,FREEDOM,Family Violence,4,4.72E-05,4.72E-05,0.002148484
Córdoba,2022,490806,FREEDOM,Others freedom,1021,0.002080252,0.002080252,0.001074968
Córdoba,2021,492591,FREEDOM,Others freedom,882,0.001790532,0.001790532,0.001074968
Córdoba,2017,502578,FREEDOM,Others freedom,840,0.001671382,0.001671382,0.001074968
Córdoba,2019,495761,FREEDOM,Others freedom,798,0.001609647,0.001609647,0.001074968
Córdoba,2016,506888,FREEDOM,Others freedom,793,0.001564448,0.001564448,0.001074968
Córdoba,2018,499100,FREEDOM,Others freedom,775,0.001552795,0.001552795,0.001074968
Córdoba,2020,495045,FREEDOM,Others freedom,752,0.001519054,0.001519054,0.001074968
Córdoba,2015,513713,FREEDOM,Others freedom,497,0.000967466,0.000967466,0.001074968
Córdoba,2014,519613,FREEDOM,Others freedom,180,0.000346412,0.000346412,0.001074968
Córdoba,2012,530250,FREEDOM,Family Violence,174,0.000328147,0.000328147,0.001074968
Córdoba,2012,530250,FREEDOM,Others freedom,167,0.000314946,0.000314946,0.001074968
Córdoba,2021,492591,FREEDOM,Family Violence,164,0.000332933,0.000332933,0.001074968
Córdoba,2011,530175,FREEDOM,Others freedom,164,0.000309332,0.000309332,0.001074968
Córdoba,2013,524962,FREEDOM,Others freedom,160,0.000304784,0.000304784,0.001074968
Córdoba,2011,530175,FREEDOM,Family Violence,157,0.000296129,0.000296129,0.001074968
Córdoba,2018,499100,FREEDOM,Family Violence,152,0.000304548,0.000304548,0.001074968
Córdoba,2022,490806,FREEDOM,Family Violence,150,0.00030562,0.00030562,0.001074968
Córdoba,2010,529453,FREEDOM,Others freedom,144,0.000271979,0.000271979,0.001074968
Córdoba,2013,524962,FREEDOM,Family Violence,139,0.000264781,0.000264781,0.001074968
Córdoba,2019,495761,FREEDOM,Family Violence,128,0.000258189,0.000258189,0.001074968
Córdoba,2015,513713,FREEDOM,Family Violence,128,0.000249166,0.000249166,0.001074968
Córdoba,2014,519613,FREEDOM,Family Violence,128,0.000246337,0.000246337,0.001074968
Córdoba,2016,506888,FREEDOM,Family Violence,127,0.000250548,0.000250548,0.001074968
Córdoba,2017,502578,FREEDOM,Family Violence,125,0.000248718,0.000248718,0.001074968
Córdoba,2020,495045,FREEDOM,Family Violence,121,0.000244422,0.000244422,0.001074968
Córdoba,2010,529453,FREEDOM,Family Violence,115,0.000217205,0.000217205,0.001074968
Coruña (A),2022,1119180,FREEDOM,Others freedom,2678,0.002392823,0.002392823,0.001220168
Coruña (A),2021,1120134,FREEDOM,Others freedom,2668,0.002381858,0.002381858,0.001220168
Coruña (A),2018,1119351,FREEDOM,Others freedom,2305,0.002059229,0.002059229,0.001220168
Coruña (A),2020,1121815,FREEDOM,Others freedom,2272,0.002025289,0.002025289,0.001220168
Coruña (A),2017,1120294,FREEDOM,Others freedom,2198,0.001961985,0.001961985,0.001220168
Coruña (A),2016,1122799,FREEDOM,Others freedom,2122,0.00188992,0.00188992,0.001220168
Coruña (A),2019,1119596,FREEDOM,Others freedom,2116,0.001889967,0.001889967,0.001220168
Coruña (A),2015,1127196,FREEDOM,Others freedom,1248,0.001107172,0.001107172,0.001220168
Coruña (A),2012,1143911,FREEDOM,Others freedom,470,0.000410871,0.000410871,0.001220168
Coruña (A),2014,1132735,FREEDOM,Others freedom,464,0.000409628,0.000409628,0.001220168
Coruña (A),2011,1147124,FREEDOM,Others freedom,436,0.000380081,0.000380081,0.001220168
Coruña (A),2013,1138161,FREEDOM,Others freedom,427,0.000375167,0.000375167,0.001220168
Coruña (A),2010,1146458,FREEDOM,Others freedom,381,0.000332328,0.000332328,0.001220168
Coruña (A),2016,1122799,FREEDOM,Family Violence,378,0.000336659,0.000336659,0.001220168
Coruña (A),2019,1119596,FREEDOM,Family Violence,365,0.00032601,0.00032601,0.001220168
Coruña (A),2022,1119180,FREEDOM,Family Violence,362,0.000323451,0.000323451,0.001220168
Coruña (A),2015,1127196,FREEDOM,Family Violence,358,0.000317602,0.000317602,0.001220168
Coruña (A),2017,1120294,FREEDOM,Family Violence,344,0.000307062,0.000307062,0.001220168
Coruña (A),2021,1120134,FREEDOM,Family Violence,334,0.000298179,0.000298179,0.001220168
Coruña (A),2020,1121815,FREEDOM,Family Violence,327,0.000291492,0.000291492,0.001220168
Coruña (A),2014,1132735,FREEDOM,Family Violence,314,0.000277205,0.000277205,0.001220168
Coruña (A),2010,1146458,FREEDOM,Family Violence,314,0.000273887,0.000273887,0.001220168
Coruña (A),2018,1119351,FREEDOM,Family Violence,310,0.000276946,0.000276946,0.001220168
Coruña (A),2011,1147124,FREEDOM,Family Violence,300,0.000261524,0.000261524,0.001220168
Coruña (A),2012,1143911,FREEDOM,Family Violence,297,0.000259636,0.000259636,0.001220168
Coruña (A),2013,1138161,FREEDOM,Family Violence,292,0.000256554,0.000256554,0.001220168
Cuenca,2021,195516,FREEDOM,Others freedom,475,0.002429469,0.002429469,0.001185572
Cuenca,2022,195215,FREEDOM,Others freedom,450,0.002305151,0.002305151,0.001185572
Cuenca,2020,196139,FREEDOM,Others freedom,408,0.002080157,0.002080157,0.001185572
Cuenca,2018,197222,FREEDOM,Others freedom,395,0.002002819,0.002002819,0.001185572
Cuenca,2019,196329,FREEDOM,Others freedom,357,0.001818376,0.001818376,0.001185572
Cuenca,2017,198718,FREEDOM,Others freedom,343,0.001726064,0.001726064,0.001185572
Cuenca,2016,201071,FREEDOM,Others freedom,323,0.001606398,0.001606398,0.001185572
Cuenca,2015,203841,FREEDOM,Others freedom,193,0.000946816,0.000946816,0.001185572
Cuenca,2018,197222,FREEDOM,Family Violence,87,0.000441127,0.000441127,0.001185572
Cuenca,2013,211899,FREEDOM,Others freedom,79,0.000372819,0.000372819,0.001185572
Cuenca,2022,195215,FREEDOM,Family Violence,75,0.000384192,0.000384192,0.001185572
Cuenca,2012,218036,FREEDOM,Others freedom,75,0.00034398,0.00034398,0.001185572
Cuenca,2015,203841,FREEDOM,Family Violence,72,0.000353216,0.000353216,0.001185572
Cuenca,2017,198718,FREEDOM,Family Violence,71,0.00035729,0.00035729,0.001185572
Cuenca,2021,195516,FREEDOM,Family Violence,66,0.000337568,0.000337568,0.001185572
Cuenca,2019,196329,FREEDOM,Family Violence,66,0.00033617,0.00033617,0.001185572
Cuenca,2014,207449,FREEDOM,Others freedom,66,0.00031815,0.00031815,0.001185572
Cuenca,2011,219138,FREEDOM,Family Violence,61,0.000278363,0.000278363,0.001185572
Cuenca,2010,217716,FREEDOM,Family Violence,61,0.000280182,0.000280182,0.001185572
Cuenca,2020,196139,FREEDOM,Family Violence,59,0.000300807,0.000300807,0.001185572
Cuenca,2011,219138,FREEDOM,Others freedom,58,0.000264673,0.000264673,0.001185572
Cuenca,2014,207449,FREEDOM,Family Violence,57,0.000274766,0.000274766,0.001185572
Cuenca,2016,201071,FREEDOM,Family Violence,53,0.000263588,0.000263588,0.001185572
Cuenca,2013,211899,FREEDOM,Family Violence,50,0.000235961,0.000235961,0.001185572
Cuenca,2012,218036,FREEDOM,Family Violence,48,0.000220147,0.000220147,0.001185572
Cuenca,2010,217716,FREEDOM,Others freedom,47,0.000215878,0.000215878,0.001185572
Gipuzkoa,2022,724418,FREEDOM,Others freedom,1562,0.002156214,0.002156214,0.001305203
Gipuzkoa,2021,726033,FREEDOM,Others freedom,1549,0.002133512,0.002133512,0.001305203
Gipuzkoa,2019,723576,FREEDOM,Others freedom,1418,0.001959711,0.001959711,0.001305203
Gipuzkoa,2020,727121,FREEDOM,Others freedom,1390,0.001911649,0.001911649,0.001305203
Gipuzkoa,2018,720592,FREEDOM,Others freedom,1342,0.001862358,0.001862358,0.001305203
Gipuzkoa,2017,719282,FREEDOM,Others freedom,1298,0.001804577,0.001804577,0.001305203
Gipuzkoa,2016,717832,FREEDOM,Others freedom,1194,0.001663342,0.001663342,0.001305203
Gipuzkoa,2014,715148,FREEDOM,Family Violence,985,0.001377337,0.001377337,0.001305203
Gipuzkoa,2011,709607,FREEDOM,Family Violence,950,0.001338769,0.001338769,0.001305203
Gipuzkoa,2015,716834,FREEDOM,Family Violence,941,0.001312717,0.001312717,0.001305203
Gipuzkoa,2012,712097,FREEDOM,Family Violence,941,0.001321449,0.001321449,0.001305203
Gipuzkoa,2013,713818,FREEDOM,Family Violence,897,0.001256623,0.001256623,0.001305203
Gipuzkoa,2015,716834,FREEDOM,Others freedom,857,0.001195535,0.001195535,0.001305203
Gipuzkoa,2016,717832,FREEDOM,Family Violence,827,0.00115208,0.00115208,0.001305203
Gipuzkoa,2019,723576,FREEDOM,Family Violence,810,0.00111944,0.00111944,0.001305203
Gipuzkoa,2018,720592,FREEDOM,Family Violence,792,0.001099096,0.001099096,0.001305203
Gipuzkoa,2017,719282,FREEDOM,Family Violence,789,0.001096927,0.001096927,0.001305203
Gipuzkoa,2010,707263,FREEDOM,Family Violence,771,0.001090118,0.001090118,0.001305203
Gipuzkoa,2020,727121,FREEDOM,Family Violence,762,0.001047969,0.001047969,0.001305203
Gipuzkoa,2021,726033,FREEDOM,Family Violence,655,0.000902163,0.000902163,0.001305203
Gipuzkoa,2022,724418,FREEDOM,Family Violence,584,0.000806164,0.000806164,0.001305203
Gipuzkoa,2010,707263,FREEDOM,Others freedom,439,0.000620703,0.000620703,0.001305203
Gipuzkoa,2013,713818,FREEDOM,Others freedom,426,0.000596791,0.000596791,0.001305203
Gipuzkoa,2011,709607,FREEDOM,Others freedom,423,0.000596105,0.000596105,0.001305203
Gipuzkoa,2014,715148,FREEDOM,Others freedom,391,0.00054674,0.00054674,0.001305203
Gipuzkoa,2012,712097,FREEDOM,Others freedom,341,0.000478867,0.000478867,0.001305203
Girona,2022,793478,FREEDOM,Others freedom,2241,0.002824275,0.002824275,0.002191764
Girona,2021,786596,FREEDOM,Others freedom,2118,0.002692615,0.002692615,0.002191764
Girona,2018,761947,FREEDOM,Others freedom,1979,0.002597294,0.002597294,0.002191764
Girona,2019,771044,FREEDOM,Others freedom,1929,0.002501803,0.002501803,0.002191764
Girona,2016,753576,FREEDOM,Others freedom,1870,0.002481502,0.002481502,0.002191764
Girona,2017,755716,FREEDOM,Others freedom,1844,0.00244007,0.00244007,0.002191764
Girona,2020,781788,FREEDOM,Others freedom,1533,0.00196089,0.00196089,0.002191764
Girona,2015,753054,FREEDOM,Others freedom,1431,0.001900262,0.001900262,0.002191764
Girona,2011,756810,FREEDOM,Others freedom,861,0.00113767,0.00113767,0.002191764
Girona,2014,756156,FREEDOM,Others freedom,830,0.001097657,0.001097657,0.002191764
Girona,2012,761627,FREEDOM,Others freedom,709,0.000930902,0.000930902,0.002191764
Girona,2010,753046,FREEDOM,Others freedom,701,0.000930886,0.000930886,0.002191764
Girona,2013,761632,FREEDOM,Others freedom,668,0.000877064,0.000877064,0.002191764
Girona,2013,761632,FREEDOM,Family Violence,218,0.000286227,0.000286227,0.002191764
Girona,2016,753576,FREEDOM,Family Violence,199,0.000264074,0.000264074,0.002191764
Girona,2015,753054,FREEDOM,Family Violence,198,0.000262929,0.000262929,0.002191764
Girona,2010,753046,FREEDOM,Family Violence,194,0.00025762,0.00025762,0.002191764
Girona,2017,755716,FREEDOM,Family Violence,189,0.000250094,0.000250094,0.002191764
Girona,2012,761627,FREEDOM,Family Violence,189,0.000248153,0.000248153,0.002191764
Girona,2021,786596,FREEDOM,Family Violence,186,0.000236462,0.000236462,0.002191764
Girona,2014,756156,FREEDOM,Family Violence,179,0.000236724,0.000236724,0.002191764
Girona,2019,771044,FREEDOM,Family Violence,174,0.000225668,0.000225668,0.002191764
Girona,2022,793478,FREEDOM,Family Violence,165,0.000207945,0.000207945,0.002191764
Girona,2018,761947,FREEDOM,Family Violence,163,0.000213926,0.000213926,0.002191764
Girona,2011,756810,FREEDOM,Family Violence,141,0.000186308,0.000186308,0.002191764
Girona,2020,781788,FREEDOM,Family Violence,125,0.00015989,0.00015989,0.002191764
Granada,2021,921338,FREEDOM,Others freedom,2185,0.002371551,0.002371551,0.001517581
Granada,2017,912938,FREEDOM,Others freedom,2154,0.002359415,0.002359415,0.001517581
Granada,2022,921987,FREEDOM,Others freedom,2145,0.002326497,0.002326497,0.001517581
Granada,2019,914678,FREEDOM,Others freedom,2130,0.002328688,0.002328688,0.001517581
Granada,2018,912075,FREEDOM,Others freedom,2067,0.002266261,0.002266261,0.001517581
Granada,2016,915392,FREEDOM,Others freedom,2004,0.002189226,0.002189226,0.001517581
Granada,2020,919168,FREEDOM,Others freedom,2002,0.002178057,0.002178057,0.001517581
Granada,2015,917297,FREEDOM,Others freedom,1153,0.001256954,0.001256954,0.001517581
Granada,2014,919455,FREEDOM,Others freedom,521,0.00056664,0.00056664,0.001517581
Granada,2012,922928,FREEDOM,Others freedom,477,0.000516833,0.000516833,0.001517581
Granada,2013,919319,FREEDOM,Others freedom,465,0.000505809,0.000505809,0.001517581
Granada,2011,924550,FREEDOM,Others freedom,414,0.000447785,0.000447785,0.001517581
Granada,2018,912075,FREEDOM,Family Violence,401,0.000439657,0.000439657,0.001517581
Granada,2016,915392,FREEDOM,Family Violence,396,0.000432602,0.000432602,0.001517581
Granada,2022,921987,FREEDOM,Family Violence,387,0.000419746,0.000419746,0.001517581
Granada,2017,912938,FREEDOM,Family Violence,380,0.000416239,0.000416239,0.001517581
Granada,2015,917297,FREEDOM,Family Violence,372,0.000405539,0.000405539,0.001517581
Granada,2019,914678,FREEDOM,Family Violence,360,0.000393581,0.000393581,0.001517581
Granada,2021,921338,FREEDOM,Family Violence,356,0.000386395,0.000386395,0.001517581
Granada,2010,918072,FREEDOM,Others freedom,333,0.000362717,0.000362717,0.001517581
Granada,2020,919168,FREEDOM,Family Violence,328,0.000356844,0.000356844,0.001517581
Granada,2013,919319,FREEDOM,Family Violence,299,0.000325241,0.000325241,0.001517581
Granada,2014,919455,FREEDOM,Family Violence,297,0.000323017,0.000323017,0.001517581
Granada,2012,922928,FREEDOM,Family Violence,290,0.000314217,0.000314217,0.001517581
Granada,2011,924550,FREEDOM,Family Violence,265,0.000286626,0.000286626,0.001517581
Granada,2010,918072,FREEDOM,Family Violence,186,0.000202598,0.000202598,0.001517581
Guadalajara,2021,265588,FREEDOM,Others freedom,635,0.002390921,0.002390921,0.001474809
Guadalajara,2022,268127,FREEDOM,Others freedom,618,0.002304878,0.002304878,0.001474809
Guadalajara,2019,257762,FREEDOM,Others freedom,609,0.002362645,0.002362645,0.001474809
Guadalajara,2018,254308,FREEDOM,Others freedom,496,0.001950391,0.001950391,0.001474809
Guadalajara,2020,261995,FREEDOM,Others freedom,493,0.001881715,0.001881715,0.001474809
Guadalajara,2017,253310,FREEDOM,Others freedom,475,0.001875173,0.001875173,0.001474809
Guadalajara,2016,252882,FREEDOM,Others freedom,454,0.001795304,0.001795304,0.001474809
Guadalajara,2015,253686,FREEDOM,Others freedom,249,0.000981528,0.000981528,0.001474809
Guadalajara,2019,257762,FREEDOM,Family Violence,93,0.000360798,0.000360798,0.001474809
Guadalajara,2013,257723,FREEDOM,Others freedom,87,0.000337572,0.000337572,0.001474809
Guadalajara,2014,255426,FREEDOM,Others freedom,85,0.000332777,0.000332777,0.001474809
Guadalajara,2011,256461,FREEDOM,Others freedom,85,0.000331434,0.000331434,0.001474809
Guadalajara,2017,253310,FREEDOM,Family Violence,82,0.000323714,0.000323714,0.001474809
Guadalajara,2022,268127,FREEDOM,Family Violence,80,0.000298366,0.000298366,0.001474809
Guadalajara,2012,259537,FREEDOM,Family Violence,75,0.000288976,0.000288976,0.001474809
Guadalajara,2010,251563,FREEDOM,Others freedom,75,0.000298136,0.000298136,0.001474809
Guadalajara,2013,257723,FREEDOM,Family Violence,72,0.00027937,0.00027937,0.001474809
Guadalajara,2012,259537,FREEDOM,Others freedom,72,0.000277417,0.000277417,0.001474809
Guadalajara,2021,265588,FREEDOM,Family Violence,66,0.000248505,0.000248505,0.001474809
Guadalajara,2018,254308,FREEDOM,Family Violence,66,0.000259528,0.000259528,0.001474809
Guadalajara,2014,255426,FREEDOM,Family Violence,57,0.000223157,0.000223157,0.001474809
Guadalajara,2011,256461,FREEDOM,Family Violence,57,0.000222256,0.000222256,0.001474809
Guadalajara,2015,253686,FREEDOM,Family Violence,56,0.000220745,0.000220745,0.001474809
Guadalajara,2016,252882,FREEDOM,Family Violence,50,0.000197721,0.000197721,0.001474809
Guadalajara,2020,261995,FREEDOM,Family Violence,47,0.000179393,0.000179393,0.001474809
Guadalajara,2010,251563,FREEDOM,Family Violence,28,0.000111304,0.000111304,0.001474809
Huelva,2022,528763,FREEDOM,Others freedom,1634,0.003090231,0.003090231,0.001517436
Huelva,2019,521870,FREEDOM,Others freedom,1612,0.003088892,0.003088892,0.001517436
Huelva,2021,525835,FREEDOM,Others freedom,1515,0.002881132,0.002881132,0.001517436
Huelva,2017,518930,FREEDOM,Others freedom,1491,0.00287322,0.00287322,0.001517436
Huelva,2020,524278,FREEDOM,Others freedom,1490,0.002842004,0.002842004,0.001517436
Huelva,2018,519932,FREEDOM,Others freedom,1484,0.002854219,0.002854219,0.001517436
Huelva,2016,519596,FREEDOM,Others freedom,1475,0.002838744,0.002838744,0.001517436
Huelva,2015,520017,FREEDOM,Others freedom,834,0.001603794,0.001603794,0.001517436
Huelva,2014,519229,FREEDOM,Others freedom,339,0.000652891,0.000652891,0.001517436
Huelva,2013,520668,FREEDOM,Others freedom,335,0.000643404,0.000643404,0.001517436
Huelva,2022,528763,FREEDOM,Family Violence,320,0.000605186,0.000605186,0.001517436
Huelva,2012,522862,FREEDOM,Others freedom,292,0.000558465,0.000558465,0.001517436
Huelva,2010,518081,FREEDOM,Others freedom,279,0.000538526,0.000538526,0.001517436
Huelva,2018,519932,FREEDOM,Family Violence,255,0.000490449,0.000490449,0.001517436
Huelva,2019,521870,FREEDOM,Family Violence,252,0.000482879,0.000482879,0.001517436
Huelva,2011,521968,FREEDOM,Others freedom,252,0.000482788,0.000482788,0.001517436
Huelva,2017,518930,FREEDOM,Family Violence,247,0.000475979,0.000475979,0.001517436
Huelva,2013,520668,FREEDOM,Family Violence,238,0.000457105,0.000457105,0.001517436
Huelva,2014,519229,FREEDOM,Family Violence,229,0.000441039,0.000441039,0.001517436
Huelva,2012,522862,FREEDOM,Family Violence,225,0.000430324,0.000430324,0.001517436
Huelva,2020,524278,FREEDOM,Family Violence,224,0.000427254,0.000427254,0.001517436
Huelva,2016,519596,FREEDOM,Family Violence,224,0.000431104,0.000431104,0.001517436
Huelva,2021,525835,FREEDOM,Family Violence,222,0.000422186,0.000422186,0.001517436
Huelva,2011,521968,FREEDOM,Family Violence,211,0.000404239,0.000404239,0.001517436
Huelva,2010,518081,FREEDOM,Family Violence,209,0.000403412,0.000403412,0.001517436
Huelva,2015,520017,FREEDOM,Family Violence,206,0.000396141,0.000396141,0.001517436
